MIN=0	-3	-1000	0	
MAX=50	3	1000	100	
SCALE=10	1	500	50	
DEC=3	3	0	2	
DEF="Zeit" t / s	"Strom" I_A1 / A	"Magn. Flussdichte" B_B1 / mT	"Frequenz" f / Hz	
0	0,0015	1	NAN	
0,005	0,0015	1	NAN	
0,01	0,0015	1	NAN	
0,015	0,0015	1,5	NAN	
0,02	0,0015	1	NAN	
0,025	0,0015	1	NAN	
0,03	0,0015	1	NAN	
0,035	0,0015	1,5	NAN	
0,04	0	1	NAN	
0,045	0,0015	1	NAN	
0,05	0	1	NAN	
0,055	0	1,5	NAN	
0,06	0,0015	1,5	NAN	
0,065	0,0015	1	NAN	
0,07	0	1	NAN	
0,075	0,0015	1,5	NAN	
0,08	0	1,5	NAN	
0,085	0,0015	1,5	NAN	
0,09	0	1	NAN	
0,095	0	1,5	NAN	
0,1	0,0015	1	NAN	
0,105	0,0015	1	NAN	
0,11	0	1	NAN	
0,115	0,0015	1	NAN	
0,12	-0,0015	1	NAN	
0,125	0,0015	1	NAN	
0,13	0	1	NAN	
0,135	0	1	NAN	
0,14	0	1	NAN	
0,145	0,0015	1	NAN	
0,15	0	1	NAN	
0,155	0,0015	1	NAN	
0,16	0	1	NAN	
0,165	0,0015	1	NAN	
0,17	0,0015	1	NAN	
0,175	0	1	NAN	
0,18	0	1	NAN	
0,185	0,0015	1	NAN	
0,19	0	1	NAN	
0,195	0,0015	1	NAN	
0,2	0	1,5	NAN	
0,205	0,0015	1	NAN	
0,21	0,0015	1	NAN	
0,215	0,0015	1	NAN	
0,22	0,0015	1	NAN	
0,225	0	1	NAN	
0,23	0	1	NAN	
0,235	-0,0015	1	NAN	
0,24	0,003	1	NAN	
0,245	0,0015	1	NAN	
0,25	0,0015	1	NAN	
0,255	0,0015	1	NAN	
0,26	0,0015	1	NAN	
0,265	0,0015	1	NAN	
0,27	0,0015	1	NAN	
0,275	0,0015	1	NAN	
0,28	0	1	NAN	
0,285	0	1	NAN	
0,29	0	1	NAN	
0,295	0,0015	1	NAN	
0,3	0,0015	1	NAN	
0,305	0,0015	1	NAN	
0,31	0,0015	1	NAN	
0,315	0,0015	1,5	NAN	
0,32	0,0015	1	NAN	
0,325	0	1,5	NAN	
0,33	0,0015	1	NAN	
0,335	0	1,5	NAN	
0,34	0,0015	1	NAN	
0,345	0	1	NAN	
0,35	0,0015	1	NAN	
0,355	0	1	NAN	
0,36	0,0015	1	NAN	
0,365	0,0015	1	NAN	
0,37	0,0015	1	NAN	
0,375	0,0015	1	NAN	
0,38	0,0015	1,5	NAN	
0,385	0	1	NAN	
0,39	0,0015	1	NAN	
0,395	0	1	NAN	
0,4	0	1	NAN	
0,405	0,0015	1	NAN	
0,41	0	1	NAN	
0,415	0	1	NAN	
0,42	0,0015	1	NAN	
0,425	0	1	NAN	
0,43	0	1	NAN	
0,435	0	1	NAN	
0,44	0	1	NAN	
0,445	0,0015	1	NAN	
0,45	0,0015	1	NAN	
0,455	0	1	NAN	
0,46	0,0015	1	NAN	
0,465	0,0015	1	NAN	
0,47	0,0015	1	NAN	
0,475	0,0015	1	NAN	
0,48	0,0015	1	NAN	
0,485	0,0015	1	NAN	
0,49	0	1,5	NAN	
0,495	0,0015	1	NAN	
0,5	0	1	NAN	
0,505	0,0015	1	NAN	
0,51	-0,0015	1	NAN	
0,515	0,0015	1	NAN	
0,52	0,0015	1	NAN	
0,525	0,0015	1	NAN	
0,53	0,0015	1	NAN	
0,535	0,0015	1	NAN	
0,54	0,0015	1	NAN	
0,545	0,0015	1	NAN	
0,55	0,0015	1,5	NAN	
0,555	0,0015	1	NAN	
0,56	0	1	NAN	
0,565	0,0015	1	NAN	
0,57	0	1	NAN	
0,575	0,0015	1	NAN	
0,58	0	1	NAN	
0,585	0,0015	1	NAN	
0,59	0,0015	1	NAN	
0,595	0,0015	1	NAN	
0,6	0	1	NAN	
0,605	0,0015	1	NAN	
0,61	0,0015	1	NAN	
0,615	0,0015	1,5	NAN	
0,62	0	1	NAN	
0,625	0,0015	1	NAN	
0,63	-0,0015	1	NAN	
0,635	0,0015	1	NAN	
0,64	0	1	NAN	
0,645	0,0015	1	NAN	
0,65	0	1	NAN	
0,655	0,0015	1	NAN	
0,66	0,0015	1	NAN	
0,665	0	1	NAN	
0,67	0	1	NAN	
0,675	0,0015	1,5	NAN	
0,68	0,0015	1	NAN	
0,685	0	1	NAN	
0,69	0	1	NAN	
0,695	0	1,5	NAN	
0,7	0,003	1	NAN	
0,705	0	1	NAN	
0,71	0,0015	1	NAN	
0,715	0,0015	1	NAN	
0,72	0,0015	1	NAN	
0,725	0	1	NAN	
0,73	0,0015	1	NAN	
0,735	0	1	NAN	
0,74	0	1	NAN	
0,745	0,0015	1	NAN	
0,75	0,0015	1	NAN	
0,755	0,0015	1	NAN	
0,76	0,0015	1	NAN	
0,765	0,0015	1,5	NAN	
0,77	0,0015	1	NAN	
0,775	0	1	NAN	
0,78	0,0015	1	NAN	
0,785	0	1,5	NAN	
0,79	0,003	1	NAN	
0,795	0,0015	1	NAN	
0,8	0,0015	1	NAN	
0,805	0,0015	1,5	NAN	
0,81	0,0015	1	NAN	
0,815	0	1	NAN	
0,82	0,0015	1	NAN	
0,825	0,0015	1	NAN	
0,83	0	1	NAN	
0,835	0	1	NAN	
0,84	0,0015	1,5	NAN	
0,845	0,0015	1	NAN	
0,85	0	1	NAN	
0,855	0,0015	1,5	NAN	
0,86	0,0015	1	NAN	
0,865	0,0015	1	NAN	
0,87	0,0015	1	NAN	
0,875	0,0015	1	NAN	
0,88	0,0015	1	NAN	
0,885	0,0015	1	NAN	
0,89	0,0015	1	NAN	
0,895	0	1	NAN	
0,9	0,0015	1	NAN	
0,905	0	1,5	NAN	
0,91	0,0015	1	NAN	
0,915	0	1	NAN	
0,92	0,0015	1	NAN	
0,925	0,0015	1	NAN	
0,93	0,0015	1	NAN	
0,935	0,0015	1	NAN	
0,94	0,0015	1	NAN	
0,945	0,0015	1	NAN	
0,95	0,0015	1	NAN	
0,955	0	1,5	NAN	
0,96	0	1	NAN	
0,965	0	1	NAN	
0,97	0	1	NAN	
0,975	0	1	NAN	
0,98	0	1	NAN	
0,985	0	1	NAN	
0,99	0	1	NAN	
0,995	0,0015	1	NAN	
1	0	1	NAN	
1,005	0,0015	1	NAN	
1,01	0,0015	1	NAN	
1,015	0,0015	1	NAN	
1,02	0	1	NAN	
1,025	0,0015	1	NAN	
1,03	0,0015	1	NAN	
1,035	0,0015	1	NAN	
1,04	0	1	NAN	
1,045	0,0015	1	NAN	
1,05	0,0015	1	NAN	
1,055	0	1	NAN	
1,06	0,0015	1	NAN	
1,065	0,0015	1	NAN	
1,07	0,0015	1	NAN	
1,075	0,0015	1	NAN	
1,08	0,0015	1	NAN	
1,085	0,0015	1	NAN	
1,09	0,0015	1	NAN	
1,095	0,0045	1	NAN	
1,1	0,009	1	NAN	
1,105	0,018	0,5	NAN	
1,11	0,024	-0,5	NAN	
1,115	0,033	-1	NAN	
1,12	0,042	-2	NAN	
1,125	0,0495	-3,5	NAN	
1,13	0,06	-4,5	NAN	
1,135	0,072	-6,5	NAN	
1,14	0,084	-8	NAN	
1,145	0,093	-10	NAN	
1,15	0,1005	-12	NAN	
1,155	0,1065	-14	NAN	
1,16	0,1125	-15,5	NAN	
1,165	0,1215	-17	NAN	
1,17	0,129	-19,5	NAN	
1,175	0,1335	-21	NAN	
1,18	0,138	-22,5	NAN	
1,185	0,1425	-24	NAN	
1,19	0,15	-25,5	NAN	
1,195	0,1575	-27,5	NAN	
1,2	0,165	-29,5	NAN	
1,205	0,174	-31,5	NAN	
1,21	0,1785	-33	NAN	
1,215	0,183	-35	NAN	
1,22	0,1905	-36,5	NAN	
1,225	0,1935	-38,5	NAN	
1,23	0,195	-40	NAN	
1,235	0,201	-41,5	NAN	
1,24	0,207	-43	NAN	
1,245	0,213	-45	NAN	
1,25	0,2205	-46,5	NAN	
1,255	0,2235	-48	NAN	
1,26	0,228	-49,5	NAN	
1,265	0,2325	-51	NAN	
1,27	0,2385	-53	NAN	
1,275	0,246	-55	NAN	
1,28	0,2565	-56,5	NAN	
1,285	0,2685	-59	NAN	
1,29	0,2805	-62,5	NAN	
1,295	0,2925	-65	NAN	
1,3	0,3045	-68,5	NAN	
1,305	0,312	-71,5	NAN	
1,31	0,315	-73,5	NAN	
1,315	0,3195	-75,5	NAN	
1,32	0,3225	-77,5	NAN	
1,325	0,3255	-79	NAN	
1,33	0,333	-81	NAN	
1,335	0,3435	-83	NAN	
1,34	0,3555	-85,5	NAN	
1,345	0,3675	-89	NAN	
1,35	0,378	-91,5	NAN	
1,355	0,39	-95	NAN	
1,36	0,396	-98	NAN	
1,365	0,402	-100,5	NAN	
1,37	0,4095	-103	NAN	
1,375	0,4185	-105,5	NAN	
1,38	0,423	-108	NAN	
1,385	0,4305	-110,5	NAN	
1,39	0,4365	-112,5	NAN	
1,395	0,4425	-115	NAN	
1,4	0,4515	-117,5	NAN	
1,405	0,462	-120	NAN	
1,41	0,474	-123	NAN	
1,415	0,483	-126,5	NAN	
1,42	0,492	-129	NAN	
1,425	0,501	-132	NAN	
1,43	0,513	-135,5	NAN	
1,435	0,528	-138,5	NAN	
1,44	0,537	-142,5	NAN	
1,445	0,546	-145,5	NAN	
1,45	0,5535	-148,5	NAN	
1,455	0,5535	-151	NAN	
1,46	0,555	-153,5	NAN	
1,465	0,558	-155,5	NAN	
1,47	0,561	-157,5	NAN	
1,475	0,5625	-159,5	NAN	
1,48	0,5685	-161,5	NAN	
1,485	0,5715	-163,5	NAN	
1,49	0,573	-165,5	NAN	
1,495	0,5775	-167	NAN	
1,5	0,579	-169	NAN	
1,505	0,579	-170,5	NAN	
1,51	0,582	-172	NAN	
1,515	0,5835	-174	NAN	
1,52	0,585	-175	NAN	
1,525	0,5865	-176,5	NAN	
1,53	0,585	-178,5	NAN	
1,535	0,588	-179,5	NAN	
1,54	0,5895	-180,5	NAN	
1,545	0,5895	-182	NAN	
1,55	0,5895	-183	NAN	
1,555	0,5925	-184,5	NAN	
1,56	0,5925	-185,5	NAN	
1,565	0,594	-186,5	NAN	
1,57	0,594	-188	NAN	
1,575	0,5955	-188,5	NAN	
1,58	0,597	-190	NAN	
1,585	0,597	-191	NAN	
1,59	0,5985	-191,5	NAN	
1,595	0,6	-192,5	NAN	
1,6	0,6	-193,5	NAN	
1,605	0,603	-194,5	NAN	
1,61	0,6075	-195,5	NAN	
1,615	0,609	-196,5	NAN	
1,62	0,615	-198	NAN	
1,625	0,621	-199,5	NAN	
1,63	0,6255	-200,5	NAN	
1,635	0,63	-201,5	NAN	
1,64	0,6375	-203,5	NAN	
1,645	0,645	-204,5	NAN	
1,65	0,651	-206,5	NAN	
1,655	0,654	-208	NAN	
1,66	0,6585	-210	NAN	
1,665	0,6675	-211,5	NAN	
1,67	0,6765	-213,5	NAN	
1,675	0,687	-216	NAN	
1,68	0,696	-218,5	NAN	
1,685	0,7035	-220,5	NAN	
1,69	0,7065	-223	NAN	
1,695	0,7125	-225	NAN	
1,7	0,717	-227	NAN	
1,705	0,723	-229,5	NAN	
1,71	0,726	-231	NAN	
1,715	0,7305	-233	NAN	
1,72	0,7365	-235,5	NAN	
1,725	0,738	-237	NAN	
1,73	0,7455	-239	NAN	
1,735	0,7515	-241	NAN	
1,74	0,7605	-243,5	NAN	
1,745	0,7695	-246	NAN	
1,75	0,78	-248	NAN	
1,755	0,789	-251	NAN	
1,76	0,795	-253,5	NAN	
1,765	0,8025	-256,5	NAN	
1,77	0,807	-258,5	NAN	
1,775	0,8115	-261	NAN	
1,78	0,816	-263	NAN	
1,785	0,8265	-265,5	NAN	
1,79	0,837	-268,5	NAN	
1,795	0,849	-271,5	NAN	
1,8	0,8595	-274,5	NAN	
1,805	0,864	-277	NAN	
1,81	0,867	-279,5	NAN	
1,815	0,8655	-281,5	NAN	
1,82	0,8655	-283,5	NAN	
1,825	0,8685	-285,5	NAN	
1,83	0,876	-287,5	NAN	
1,835	0,891	-289,5	NAN	
1,84	0,9105	-293	NAN	
1,845	0,9285	-296,5	NAN	
1,85	0,942	-300,5	NAN	
1,855	0,957	-304,5	NAN	
1,86	0,9645	-308	NAN	
1,865	0,9705	-311,5	NAN	
1,87	0,972	-314,5	NAN	
1,875	0,975	-317	NAN	
1,88	0,9795	-319,5	NAN	
1,885	0,987	-321,5	NAN	
1,89	0,9975	-324,5	NAN	
1,895	1,0065	-327	NAN	
1,9	1,017	-330	NAN	
1,905	1,0245	-333,5	NAN	
1,91	1,0365	-336,5	NAN	
1,915	1,0455	-339,5	NAN	
1,92	1,0515	-342,5	NAN	
1,925	1,0605	-346	NAN	
1,93	1,071	-349	NAN	
1,935	1,0815	-352	NAN	
1,94	1,089	-355,5	NAN	
1,945	1,0965	-358	NAN	
1,95	1,1055	-361,5	NAN	
1,955	1,113	-364	NAN	
1,96	1,1205	-367,5	NAN	
1,965	1,1235	-370,5	NAN	
1,97	1,128	-372,5	NAN	
1,975	1,134	-375,5	NAN	
1,98	1,143	-378	NAN	
1,985	1,149	-381	NAN	
1,99	1,161	-384	NAN	
1,995	1,176	-387	NAN	
2	1,1865	-390,5	NAN	
2,005	1,197	-393,5	NAN	
2,01	1,2075	-397	NAN	
2,015	1,218	-400,5	NAN	
2,02	1,227	-403,5	NAN	
2,025	1,2345	-407	NAN	
2,03	1,245	-410,5	NAN	
2,035	1,254	-413,5	NAN	
2,04	1,26	-417,5	NAN	
2,045	1,269	-420	NAN	
2,05	1,278	-424	NAN	
2,055	1,2825	-424,5	NAN	
2,06	1,287	-429	NAN	
2,065	1,2915	-433	NAN	
2,07	1,2975	-435,5	NAN	
2,075	1,3035	-438,5	NAN	
2,08	1,311	-438	NAN	
2,085	1,32	-444	NAN	
2,09	1,3305	-444	NAN	
2,095	1,3395	-445,5	NAN	
2,1	1,3485	-453	NAN	
2,105	1,359	-452	NAN	
2,11	1,3665	-456,5	NAN	
2,115	1,3695	-457	NAN	
2,12	1,3755	-465,5	NAN	
2,125	1,3785	-463	NAN	
2,13	1,3845	-470,5	NAN	
2,135	1,3935	-469,5	NAN	
2,14	1,4055	-470,5	NAN	
2,145	1,416	-476	NAN	
2,15	1,4235	-477	NAN	
2,155	1,4295	-480	NAN	
2,16	1,437	-486	NAN	
2,165	1,4415	-490,5	NAN	
2,17	1,4475	-487	NAN	
2,175	1,4595	-489,5	NAN	
2,18	1,473	-499	NAN	
2,185	1,491	-497	NAN	
2,19	1,503	-501	NAN	
2,195	1,515	-509,5	NAN	
2,2	1,524	-508,5	NAN	
2,205	1,5315	-510,5	NAN	
2,21	1,5435	-517,5	NAN	
2,215	1,5525	-521,5	NAN	
2,22	1,5555	-519,5	NAN	
2,225	1,5615	-524	NAN	
2,23	1,5645	-531	NAN	
2,235	1,569	-527,5	NAN	
2,24	1,5765	-529,5	NAN	
2,245	1,5855	-537	NAN	
2,25	1,596	-535,5	NAN	
2,255	1,608	-537,5	NAN	
2,26	1,6185	-541	NAN	
2,265	1,6275	-547	NAN	
2,27	1,632	-551	NAN	
2,275	1,638	-555	NAN	
2,28	1,644	-559	NAN	
2,285	1,647	-561	NAN	
2,29	1,653	-563,5	NAN	
2,295	1,656	-566,5	NAN	
2,3	1,662	-563,5	NAN	
2,305	1,671	-570	NAN	
2,31	1,6785	-569	NAN	
2,315	1,6905	-571,5	NAN	
2,32	1,6965	-577	NAN	
2,325	1,7055	-580	NAN	
2,33	1,713	-584,5	NAN	
2,335	1,7235	-583,5	NAN	
2,34	1,731	-589,5	NAN	
2,345	1,74	-589,5	NAN	
2,35	1,746	-591	NAN	
2,355	1,752	-590,5	NAN	
2,36	1,7535	-597	NAN	
2,365	1,752	-596,5	NAN	
2,37	1,758	-601,5	NAN	
2,375	1,761	-604,5	NAN	
2,38	1,767	-601,5	NAN	
2,385	1,773	-605	NAN	
2,39	1,7775	-605	NAN	
2,395	1,7835	-608,5	NAN	
2,4	1,7865	-616	NAN	
2,405	1,794	-619	NAN	
2,41	1,803	-620	NAN	
2,415	1,8135	-618,5	NAN	
2,42	1,8255	-625,5	NAN	
2,425	1,8315	-624,5	NAN	
2,43	1,8405	-631	NAN	
2,435	1,8495	-633,5	NAN	
2,44	1,8555	-630,5	NAN	
2,445	1,863	-638	NAN	
2,45	1,8705	-637	NAN	
2,455	1,8765	-640	NAN	
2,46	1,8795	-641,5	NAN	
2,465	1,881	-643,5	NAN	
2,47	1,89	-648	NAN	
2,475	1,9005	-651,5	NAN	
2,48	1,9125	-647,5	NAN	
2,485	1,923	-654	NAN	
2,49	1,9305	-655	NAN	
2,495	1,9335	-656,5	NAN	
2,5	1,941	-659	NAN	
2,505	1,9425	-664,5	NAN	
2,51	1,947	-665,5	NAN	
2,515	1,9605	-669	NAN	
2,52	1,9725	-669	NAN	
2,525	1,986	-673	NAN	
2,53	1,9965	-675	NAN	
2,535	2,0055	-675,5	NAN	
2,54	2,016	-682,5	NAN	
2,545	2,0235	-676,5	NAN	
2,55	2,028	-686	NAN	
2,555	2,0325	-689,5	NAN	
2,56	2,046	-682,5	NAN	
2,565	2,0625	-685,5	NAN	
2,57	2,0775	-690	NAN	
2,575	2,088	-694	NAN	
2,58	2,097	-701,5	NAN	
2,585	2,106	-697	NAN	
2,59	2,115	-705	NAN	
2,595	2,1225	-702	NAN	
2,6	2,133	-712,5	NAN	
2,605	2,145	-712	NAN	
2,61	2,1615	-719,5	NAN	
2,615	2,1735	-714	NAN	
2,62	2,184	-724	NAN	
2,625	2,1915	-728	NAN	
2,63	2,2005	-721,5	NAN	
2,635	2,214	-727,5	NAN	
2,64	2,226	-728	NAN	
2,645	2,235	-730,5	NAN	
2,65	2,247	-740,5	NAN	
2,655	2,2575	-739,5	NAN	
2,66	2,271	-744	NAN	
2,665	2,283	-742	NAN	
2,67	2,292	-751	NAN	
2,675	2,298	-751,5	NAN	
2,68	2,3055	-752,5	NAN	
2,685	2,3115	-753	NAN	
2,69	2,325	-754	NAN	
2,695	2,3415	-766,5	NAN	
2,7	2,3565	-769	NAN	
2,705	2,364	-763	NAN	
2,71	2,3655	-771	NAN	
2,715	2,3655	-768,5	NAN	
2,72	2,3655	-772,5	NAN	
2,725	2,367	-774,5	NAN	
2,73	2,3715	-775	NAN	
2,735	2,3775	-775	NAN	
2,74	2,385	-786	NAN	
2,745	2,391	-779,5	NAN	
2,75	2,394	-788	NAN	
2,755	2,397	-781,5	NAN	
2,76	2,403	-789,5	NAN	
2,765	2,4075	-793	NAN	
2,77	2,4105	-796	NAN	
2,775	2,415	-794	NAN	
2,78	2,418	-799	NAN	
2,785	2,4255	-793,5	NAN	
2,79	2,433	-800,5	NAN	
2,795	2,439	-795,5	NAN	
2,8	2,445	-797	NAN	
2,805	2,442	-797	NAN	
2,81	2,442	-803,5	NAN	
2,815	2,448	-801,5	NAN	
2,82	2,4525	-806,5	NAN	
2,825	2,46	-802,5	NAN	
2,83	2,4675	-810,5	NAN	
2,835	2,472	-807	NAN	
2,84	2,475	-816,5	NAN	
2,845	2,4825	-817	NAN	
2,85	2,487	-811	NAN	
2,855	2,493	-810,5	NAN	
2,86	2,496	-821,5	NAN	
2,865	2,4975	-823	NAN	
2,87	2,502	-818,5	NAN	
2,875	2,5065	-825,5	NAN	
2,88	2,5155	-824	NAN	
2,885	2,5245	-827	NAN	
2,89	2,5275	-828,5	NAN	
2,895	2,529	-823	NAN	
2,9	2,5305	-822,5	NAN	
2,905	2,5365	-823	NAN	
2,91	2,5455	-831	NAN	
2,915	2,5515	-827	NAN	
2,92	2,5575	-829,5	NAN	
2,925	2,5605	-832,5	NAN	
2,93	2,5635	-832,5	NAN	
2,935	2,5635	-838,5	NAN	
2,94	2,565	-840,5	NAN	
2,945	2,571	-840,5	NAN	
2,95	2,58	-842	NAN	
2,955	2,5935	-836,5	NAN	
2,96	2,6025	-839,5	NAN	
2,965	2,61	-844,5	NAN	
2,97	2,6175	-846	NAN	
2,975	2,6235	-840	NAN	
2,98	2,628	-841,5	NAN	
2,985	2,6295	-849,5	NAN	
2,99	2,631	-844	NAN	
2,995	2,6355	-853	NAN	
3	2,6445	-854,5	NAN	
3,005	2,655	-854	NAN	
3,01	2,664	-857,5	NAN	
3,015	2,667	-859	NAN	
3,02	2,67	-852,5	NAN	
3,025	2,6715	-856,5	NAN	
3,03	2,676	-862,5	NAN	
3,035	2,6835	-864	NAN	
3,04	2,691	-862	NAN	
3,045	2,697	-857,5	NAN	
3,05	2,703	-860,5	NAN	
3,055	2,7075	-863,5	NAN	
3,06	2,7105	-861,5	NAN	
3,065	2,7135	-860,5	NAN	
3,07	2,7165	-871	NAN	
3,075	2,718	-862,5	NAN	
3,08	2,7225	-867	NAN	
3,085	2,7285	-868	NAN	
3,09	2,73	-874,5	NAN	
3,095	2,7345	-876	NAN	
3,1	2,739	-867	NAN	
3,105	2,7465	-878	NAN	
3,11	2,757	-871,5	NAN	
3,115	2,7645	-874,5	NAN	
3,12	2,7645	-873,5	NAN	
3,125	2,769	-874,5	NAN	
3,13	2,775	-877,5	NAN	
3,135	2,7795	-883,5	NAN	
3,14	2,7855	-885	NAN	
3,145	2,7885	-880	NAN	
3,15	2,793	-877	NAN	
3,155	2,796	-878	NAN	
3,16	2,799	-881	NAN	
3,165	2,802	-885,5	NAN	
3,17	2,8035	-884,5	NAN	
3,175	2,8065	-890,5	NAN	
3,18	2,8095	-891,5	NAN	
3,185	2,811	-886,5	NAN	
3,19	2,814	-893	NAN	
3,195	2,8155	-893,5	NAN	
3,2	2,8185	-884,5	NAN	
3,205	2,82	-894,5	NAN	
3,21	2,823	-891,5	NAN	
3,215	2,8245	-888,5	NAN	
3,22	2,826	-890	NAN	
3,225	2,829	-896,5	NAN	
3,23	2,829	-897,5	NAN	
3,235	2,8305	-890	NAN	
3,24	2,8335	-893	NAN	
3,245	2,8335	-890,5	NAN	
3,25	2,8365	-890	NAN	
3,255	2,8365	-899,5	NAN	
3,26	2,838	-894	NAN	
3,265	2,841	-900,5	NAN	
3,27	2,841	-894	NAN	
3,275	2,8425	-897,5	NAN	
3,28	2,844	-901	NAN	
3,285	2,844	-897	NAN	
3,29	2,8455	-897,5	NAN	
3,295	2,847	-901	NAN	
3,3	2,847	-898,5	NAN	
3,305	2,8485	-900,5	NAN	
3,31	2,85	-902,5	NAN	
3,315	2,85	-896,5	NAN	
3,32	2,8515	-894	NAN	
3,325	2,8545	-894,5	NAN	
3,33	2,853	-900,5	NAN	
3,335	2,8545	-900	NAN	
3,34	2,8545	-905	NAN	
3,345	2,8545	-904	NAN	
3,35	2,8575	-905,5	NAN	
3,355	2,8575	-895,5	NAN	
3,36	2,8575	-905,5	NAN	
3,365	2,859	-905	NAN	
3,37	2,859	-905	NAN	
3,375	2,859	-903,5	NAN	
3,38	2,8605	-897	NAN	
3,385	2,862	-903,5	NAN	
3,39	2,862	-907	NAN	
3,395	2,862	-907	NAN	
3,4	2,8635	-898	NAN	
3,405	2,862	-903,5	NAN	
3,41	2,8635	-905,5	NAN	
3,415	2,865	-903	NAN	
3,42	2,865	-907	NAN	
3,425	2,8635	-903,5	NAN	
3,43	2,865	-898,5	NAN	
3,435	2,865	-900	NAN	
3,44	2,8665	-902	NAN	
3,445	2,8665	-901	NAN	
3,45	2,8665	-898	NAN	
3,455	2,8665	-905	NAN	
3,46	2,8665	-905,5	NAN	
3,465	2,868	-905	NAN	
3,47	2,868	-901,5	NAN	
3,475	2,8695	-908,5	NAN	
3,48	2,8695	-906	NAN	
3,485	2,8695	-901,5	NAN	
3,49	2,8695	-899	NAN	
3,495	2,8695	-899	NAN	
3,5	2,871	-901	NAN	
3,505	2,8695	-906	NAN	
3,51	2,8695	-909,5	NAN	
3,515	2,8695	-902	NAN	
3,52	2,871	-905,5	NAN	
3,525	2,8725	-907	NAN	
3,53	2,8725	-904,5	NAN	
3,535	2,871	-904,5	NAN	
3,54	2,871	-910	NAN	
3,545	2,8725	-907	NAN	
3,55	2,8725	-901,5	NAN	
3,555	2,8725	-900	NAN	
3,56	2,8725	-900	NAN	
3,565	2,8725	-900	NAN	
3,57	2,874	-900	NAN	
3,575	2,8725	-900,5	NAN	
3,58	2,8725	-903,5	NAN	
3,585	2,874	-906	NAN	
3,59	2,874	-910,5	NAN	
3,595	2,874	-906,5	NAN	
3,6	2,874	-900,5	NAN	
3,605	2,8755	-907	NAN	
3,61	2,874	-909,5	NAN	
3,615	2,874	-900	NAN	
3,62	2,8755	-910	NAN	
3,625	2,8755	-901	NAN	
3,63	2,8755	-910	NAN	
3,635	2,8755	-901	NAN	
3,64	2,8755	-909,5	NAN	
3,645	2,8755	-901	NAN	
3,65	2,8755	-910	NAN	
3,655	2,8755	-903	NAN	
3,66	2,877	-904,5	NAN	
3,665	2,8755	-911	NAN	
3,67	2,8755	-902,5	NAN	
3,675	2,8755	-902,5	NAN	
3,68	2,8755	-909	NAN	
3,685	2,8755	-911,5	NAN	
3,69	2,877	-905,5	NAN	
3,695	2,8755	-902,5	NAN	
3,7	2,8755	-901	NAN	
3,705	2,877	-903,5	NAN	
3,71	2,8755	-905,5	NAN	
3,715	2,877	-908,5	NAN	
3,72	2,877	-909,5	NAN	
3,725	2,877	-911	NAN	
3,73	2,8755	-911	NAN	
3,735	2,877	-911,5	NAN	
3,74	2,877	-911,5	NAN	
3,745	2,877	-910,5	NAN	
3,75	2,8785	-908,5	NAN	
3,755	2,877	-907	NAN	
3,76	2,8785	-903,5	NAN	
3,765	2,877	-901	NAN	
3,77	2,8785	-902,5	NAN	
3,775	2,8785	-908,5	NAN	
3,78	2,8785	-911	NAN	
3,785	2,8785	-908,5	NAN	
3,79	2,8785	-901,5	NAN	
3,795	2,877	-906	NAN	
3,8	2,88	-911,5	NAN	
3,805	2,8785	-906,5	NAN	
3,81	2,8785	-901,5	NAN	
3,815	2,8785	-907,5	NAN	
3,82	2,8785	-911,5	NAN	
3,825	2,8785	-902,5	NAN	
3,83	2,8785	-904,5	NAN	
3,835	2,88	-911	NAN	
3,84	2,8785	-904,5	NAN	
3,845	2,88	-905,5	NAN	
3,85	2,8785	-910	NAN	
3,855	2,8785	-902	NAN	
3,86	2,8815	-911,5	NAN	
3,865	2,88	-902,5	NAN	
3,87	2,8785	-910,5	NAN	
3,875	2,8785	-903	NAN	
3,88	2,8785	-907,5	NAN	
3,885	2,8785	-907,5	NAN	
3,89	2,88	-904,5	NAN	
3,895	2,8815	-908	NAN	
3,9	2,88	-907	NAN	
3,905	2,8815	-904	NAN	
3,91	2,8815	-909	NAN	
3,915	2,8815	-903	NAN	
3,92	2,8815	-911,5	NAN	
3,925	2,8815	-903,5	NAN	
3,93	2,8815	-907,5	NAN	
3,935	2,8815	-909,5	NAN	
3,94	2,8815	-902,5	NAN	
3,945	2,8815	-910,5	NAN	
3,95	2,8815	-909	NAN	
3,955	2,8815	-902,5	NAN	
3,96	2,8815	-911,5	NAN	
3,965	2,8815	-909,5	NAN	
3,97	2,8815	-903	NAN	
3,975	2,8815	-911,5	NAN	
3,98	2,8815	-904,5	NAN	
3,985	2,8815	-903	NAN	
3,99	2,8815	-911	NAN	
3,995	2,8815	-910,5	NAN	
4	2,8815	-902	NAN	
4,005	2,8815	-906,5	NAN	
4,01	2,8815	-911,5	NAN	
4,015	2,8815	-906	NAN	
4,02	2,8815	-904	NAN	
4,025	2,8815	-912	NAN	
4,03	2,8815	-907	NAN	
4,035	2,8815	-902	NAN	
4,04	2,8815	-910,5	NAN	
4,045	2,8815	-911,5	NAN	
4,05	2,8815	-905	NAN	
4,055	2,8815	-902	NAN	
4,06	2,8815	-909	NAN	
4,065	2,8815	-911,5	NAN	
4,07	2,8815	-904,5	NAN	
