200 0.621
250 0.769
300 0.911
350 1.051
400 1.184
450 1.311
500 1.431
550 1.547
600 1.657
700 1.857
800 2.03
900 2.189
1000 2.324
1200 2.475
1400 2.715
1600 2.847
1800 2.948
2000 3.024
2500 3.0164
3000 3.242
3500 3.292
4000 3.354
4200 3.338
4400 3.355
4600 3.365
4800 3.365
5000 3.37
