200 3.37
400 2.97
600 2.33
800 1.69
1000 1.06
1200 0.49
1400 0.11
1600 0.47
1800 0.83
2000 1.13
2200 1.39
2400 1.6
2600 1.74
2800 1.92
3000 2.04
3200 2.14
3400 2.23
3600 2.29
3800 2.35
4000 2.39
4200 2.42
4400 2.45
4600 2.45
4800 2.47
5000 2.48
