200 4.8
250 4.65
300 4.53
350 4.42
400 4.28
500 4.0
600 3.74
700 3.48
800 3.24
900 3.0
1000 2.81
1200 2.5
1400 2.2
1600 2.0
1800 1.82
2000 1.67
2500 1.39
3000 1.2
3500 1.05
4000 0.87
4500 0.78
5000 0.69
