200 3.42
250 3.38
300 3.345
350 3.309
400 3.257
450 3.209
500 3.158
550 3.099
600 3.037
700 2.927
800 2.806
900 2.708
1000 2.573
1200 2.287
1400 2.146
1600 1.975
1800 1.816
2000 1.681
2500 1.408
3000 1.206
3500 1.049
4000 0.931
4200 0.889
4400 0.851
4600 0.816
4800 0.786
5000 0.755
