1 0.043
100 0.043
200 0.044
300 0.047
400 0.053
500 0.059
520 0.061
540 0.063
560 0.064
580 0.065
600 0.065
620 0.065
640 0.064
660 0.063
680 0.061
700 0.060
750 0.054
800 0.047
850 0.041
900 0.037
950 0.031
1000 0.027
1200 0.016
1400 0.012
1600 0.008
1800 0.003
2000 0.002
